train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
70,3040;1,8066;66,8500;1,9055;46,3724
71,0760;1,7799;68,4000;1,8502;48,0690
71,5040;1,7747;67,7100;1,8727;48,9586
71,8100;1,7602;67,0100;1,8986;41,0897
72,1980;1,7455;69,2800;1,8293;47,8069
72,4380;1,7411;69,4600;1,8110;48,4207
73,2280;1,7229;69,1600;1,8429;46,9655
73,2820;1,7187;68,9400;1,8492;46,3586
73,8260;1,7002;70,4600;1,8017;50,0759
74,3300;1,6902;68,6700;1,8601;46,7655
74,7840;1,6800;70,4700;1,7973;48,2759
75,1660;1,6595;70,1500;1,8155;49,3034
75,6960;1,6513;70,7500;1,8087;47,6897
76,1540;1,6359;70,7000;1,7814;47,2000
76,5140;1,6240;71,0500;1,7950;46,8276
76,9880;1,6158;70,3500;1,8058;47,5103
77,2460;1,6057;71,1300;1,7751;47,3172
77,8520;1,5911;72,1400;1,7416;50,4414
78,1940;1,5806;70,2700;1,7983;49,7379
78,4080;1,5702;71,8300;1,7762;49,9379
78,8020;1,5594;73,0700;1,7208;51,5034
79,2240;1,5462;72,9600;1,7015;52,0138
79,4900;1,5374;72,2900;1,7287;50,6207
80,2160;1,5218;73,3400;1,7242;49,6552
80,4140;1,5126;73,3400;1,7245;52,1517
80,7760;1,4999;72,5000;1,7304;49,9931
81,1140;1,4928;73,7300;1,6862;51,1655
81,3740;1,4831;73,8500;1,6960;51,2483
81,9080;1,4716;73,0500;1,7195;53,2966
82,3260;1,4579;73,9700;1,7013;53,6552
82,5700;1,4485;74,5000;1,6661;51,1310
82,6580;1,4446;74,4500;1,6719;51,1862
83,0980;1,4278;74,0500;1,7044;51,5517
83,4340;1,4243;74,9700;1,6525;49,9103
83,7580;1,4107;74,3100;1,6817;51,0966
83,9420;1,4022;74,9800;1,6614;46,6966
84,5120;1,3900;74,9100;1,6755;53,5103
84,7760;1,3816;75,6800;1,6421;51,4483
84,9900;1,3764;74,7700;1,6646;49,8828
85,0900;1,3677;74,3900;1,6771;50,7793
85,5680;1,3527;75,3400;1,6459;53,4276
85,8220;1,3442;75,3000;1,6330;52,6897
86,1840;1,3338;75,2700;1,6198;52,3310
86,4300;1,3279;76,1000;1,6314;52,3517
86,7560;1,3161;75,6600;1,6162;53,7172
87,0560;1,3065;75,7500;1,6158;53,3517
87,3220;1,2974;75,6300;1,6120;55,2000
87,5200;1,2924;75,9000;1,6082;53,5241
87,9160;1,2792;76,7700;1,5952;54,2414
88,1740;1,2709;76,7300;1,5980;52,8276
87,8920;1,2704;76,6900;1,5840;54,0483
88,3220;1,2615;76,6900;1,5909;53,4621
88,5620;1,2512;77,4300;1,5813;54,0345
88,7320;1,2455;77,0000;1,5826;53,8483
88,8980;1,2410;77,6100;1,5743;55,4000
89,0640;1,2321;77,1400;1,5764;53,6483
89,1100;1,2308;77,6100;1,5720;54,1034
89,3680;1,2235;77,9400;1,5617;55,1310
89,5740;1,2155;77,5200;1,5699;54,5586
89,7440;1,2082;77,9400;1,5587;55,6414
89,6400;1,2087;78,0500;1,5649;54,7103
89,9240;1,2003;77,9300;1,5573;54,4690
90,0580;1,2002;78,1700;1,5583;54,9586
90,1540;1,1916;78,1600;1,5570;54,7241
90,3020;1,1874;78,5000;1,5586;54,7931
90,2880;1,1863;78,5300;1,5496;55,1379
90,5940;1,1807;78,6000;1,5488;55,2276
90,5100;1,1782;78,3800;1,5514;55,0828
90,5740;1,1754;78,5200;1,5514;55,2000
90,6700;1,1741;78,7200;1,5504;55,2069
90,4680;1,1754;78,5900;1,5560;55,2552
90,7140;1,1726;78,6700;1,5528;55,1172
90,6160;1,1729;78,7400;1,5526;55,1655
90,8180;1,1680;78,5700;1,5547;55,2069
90,8040;1,1700;78,7000;1,5540;54,8966
90,7600;1,1720;78,5700;1,5522;55,1310
81,3900;1,4736;69,1300;1,8854;46,9724
79,1900;1,5343;68,8900;1,8435;47,0483
79,1160;1,5456;68,9400;1,8529;47,4552
78,6620;1,5560;69,5700;1,8341;48,0828
78,6800;1,5546;68,3000;1,8471;46,3103
78,8220;1,5553;69,0200;1,8460;48,2552
79,0360;1,5511;70,8300;1,7867;48,3517
78,6740;1,5540;69,8900;1,8582;49,2414
78,9100;1,5470;70,4100;1,7856;50,2483
79,3520;1,5372;69,5900;1,8316;45,2483
79,1520;1,5401;69,4900;1,8139;46,0897
79,1880;1,5342;70,5100;1,8238;47,4414
79,5340;1,5352;70,1800;1,8266;46,4414
79,8000;1,5262;70,0900;1,8009;44,9862
79,4900;1,5295;70,1500;1,8059;46,2828
79,9620;1,5207;69,3700;1,8238;48,9034
80,3180;1,5092;69,7400;1,8231;46,7862
80,3000;1,5081;71,0000;1,7691;48,1241
80,3440;1,5054;71,0100;1,7888;48,4483
80,1600;1,5085;70,1100;1,8282;50,4759
80,3520;1,5064;72,0900;1,7451;50,9103
80,8160;1,4956;70,8000;1,7902;48,2276
80,6940;1,4973;69,9300;1,8690;49,4897
81,0440;1,4883;72,1800;1,7430;50,4414
81,2300;1,4816;71,6700;1,7558;49,8690
81,4580;1,4793;71,7000;1,7891;50,5517
81,3820;1,4761;70,2300;1,7926;49,1034
81,3680;1,4745;71,8300;1,7714;46,9448
81,6620;1,4684;71,3400;1,7532;48,3310
81,8840;1,4648;71,6700;1,7676;52,9517
81,8740;1,4644;70,7800;1,7876;48,6483
82,2020;1,4567;71,5800;1,7743;49,5172
81,9760;1,4552;70,7300;1,7850;49,0345
82,0620;1,4545;70,8400;1,7793;49,3724
82,3440;1,4480;71,6400;1,7879;49,9310
82,3120;1,4420;72,5600;1,7386;50,0897
82,4680;1,4456;71,5100;1,7781;48,9379
82,8920;1,4312;71,0700;1,7641;47,3379
83,0920;1,4209;72,8200;1,7372;48,7034
83,1380;1,4224;69,6000;1,8597;46,6483
83,2280;1,4201;72,3500;1,7377;49,2276
83,2860;1,4150;71,5600;1,7606;48,5862
83,4040;1,4153;70,7700;1,8040;48,8345
83,2220;1,4121;69,4800;1,8446;47,6276
83,7880;1,4040;70,5000;1,7906;45,3586
83,8340;1,4054;72,8900;1,7229;51,6069
83,9660;1,3992;72,5000;1,7443;47,8621
84,0940;1,3936;73,3600;1,6982;51,3586
84,3600;1,3870;72,7400;1,7222;49,5793
84,5660;1,3834;72,2600;1,7340;48,4000
84,5900;1,3788;72,9200;1,7425;49,2621
84,5100;1,3810;74,0200;1,6956;50,2828
84,7060;1,3752;72,6300;1,7171;49,6138
84,6480;1,3753;71,9900;1,7453;52,9724
85,0280;1,3639;72,1900;1,7305;49,7655
85,1900;1,3624;73,0800;1,6973;50,2138
85,1880;1,3566;73,6100;1,6836;51,8552
85,3320;1,3532;73,0300;1,7307;51,6345
85,5400;1,3481;73,4800;1,7011;52,9793
85,4120;1,3482;73,6800;1,6832;49,1655
85,6580;1,3444;73,9200;1,6945;54,5448
85,7880;1,3402;73,8100;1,7001;52,6828
85,9500;1,3361;72,7000;1,7384;49,9724
86,2040;1,3279;74,2300;1,6711;51,9172
86,1720;1,3269;74,3100;1,6594;52,4276
86,2480;1,3225;74,1400;1,6785;48,9793
86,1780;1,3218;74,2800;1,6689;49,9586
86,5060;1,3184;74,7500;1,6647;54,3310
86,7860;1,3092;73,9100;1,6769;51,3931
86,5400;1,3091;74,7100;1,6564;49,3862
86,9460;1,3044;73,9000;1,6747;51,5448
87,0220;1,2995;75,8000;1,6222;52,4552
86,9760;1,2998;75,0300;1,6458;51,3862
87,1120;1,2934;75,3500;1,6478;50,6552
87,2860;1,2876;75,0300;1,6378;50,6552
87,6860;1,2777;75,6300;1,6332;53,2138
87,5520;1,2814;75,1700;1,6538;51,7724
87,8440;1,2729;74,7800;1,6519;50,8207
87,7540;1,2709;74,5300;1,6496;52,0690
87,9160;1,2668;75,6600;1,6213;50,0552
87,9520;1,2640;74,9100;1,6405;54,8207
88,3320;1,2549;74,4200;1,6753;54,2069
88,2040;1,2564;75,8900;1,6242;50,5655
88,4460;1,2540;75,9800;1,6035;51,9310
88,6600;1,2427;76,2600;1,6138;52,0207
88,7400;1,2413;74,7900;1,6445;52,6828
88,9220;1,2380;75,8400;1,6294;52,8483
88,7600;1,2381;76,0900;1,6098;52,9379
88,9980;1,2327;76,0000;1,6106;55,7103
89,0940;1,2307;76,8400;1,5992;53,3241
89,1680;1,2224;76,2800;1,5998;54,2966
89,4300;1,2194;76,4200;1,6015;54,5448
89,2860;1,2171;75,2100;1,6328;50,8552
89,7180;1,2077;76,6500;1,5992;53,6069
89,5500;1,2059;76,4400;1,5920;51,5931
89,7680;1,2051;76,1500;1,5856;52,3655
89,8340;1,1997;77,0100;1,5814;54,3103
90,0820;1,1950;76,8500;1,5799;52,2069
90,0300;1,1918;76,5600;1,6046;53,6069
90,1800;1,1873;77,1700;1,5815;54,3586
90,2300;1,1861;77,0500;1,5965;54,6621
90,2160;1,1856;76,8900;1,5775;53,2000
90,4000;1,1784;77,1100;1,5816;54,8552
90,5960;1,1722;77,3600;1,5601;53,6345
90,5640;1,1738;77,6800;1,5653;54,7931
90,8100;1,1641;77,5700;1,5580;53,6552
90,9200;1,1588;77,4700;1,5635;54,7310
90,9060;1,1607;78,0900;1,5580;54,8345
91,1340;1,1546;77,6700;1,5611;56,8069
91,2260;1,1497;77,9600;1,5605;54,4207
91,2560;1,1485;77,9400;1,5642;52,8414
91,4380;1,1430;78,0500;1,5484;55,7310
91,3740;1,1420;78,5100;1,5319;54,6138
91,3980;1,1399;78,3600;1,5718;53,9379
91,4960;1,1355;78,2100;1,5673;54,8690
91,8040;1,1298;78,4200;1,5577;56,7310
91,7300;1,1276;78,5000;1,5700;55,7862
91,9360;1,1240;78,8500;1,5452;56,0897
91,8120;1,1237;78,3600;1,5577;56,5241
92,0200;1,1191;79,0100;1,5489;55,2966
92,1100;1,1171;78,3000;1,5627;55,7310
92,2300;1,1150;78,7600;1,5589;55,3034
92,3660;1,1063;79,1400;1,5541;54,8690
92,5720;1,1003;78,7400;1,5612;55,4414
92,3440;1,1056;79,0000;1,5563;54,3241
92,4000;1,1020;79,2600;1,5545;54,6276
92,4960;1,0984;79,0800;1,5480;55,6345
92,6940;1,0930;79,3300;1,5461;56,2552
92,7160;1,0927;79,5100;1,5450;55,2483
92,7780;1,0885;79,3200;1,5573;56,3793
92,7480;1,0918;79,5500;1,5514;56,9586
92,8900;1,0871;79,7100;1,5469;56,2621
92,9460;1,0835;79,6700;1,5510;55,7103
92,8460;1,0857;79,4000;1,5496;55,6345
93,0400;1,0797;79,8700;1,5388;55,7931
93,2400;1,0742;79,5800;1,5408;55,9172
93,2260;1,0731;79,8000;1,5472;56,5034
93,1880;1,0726;79,5400;1,5523;56,2069
93,1780;1,0725;79,5600;1,5605;56,7517
93,1460;1,0703;79,7800;1,5488;56,2207
93,1980;1,0700;79,5800;1,5560;56,1034
93,2940;1,0680;79,8600;1,5559;55,8966
93,4360;1,0644;79,9700;1,5476;56,0276
93,3100;1,0642;80,0900;1,5505;56,2138
93,4020;1,0619;80,1700;1,5508;56,4138
93,4600;1,0588;79,9900;1,5459;56,6414
93,3860;1,0612;79,9600;1,5464;56,1655
93,5180;1,0614;79,9400;1,5503;56,2000
93,4840;1,0594;79,8800;1,5586;56,3655
93,4820;1,0587;79,9500;1,5557;56,3241
93,4600;1,0610;80,0200;1,5510;56,0414
93,4780;1,0599;80,0100;1,5565;56,3931
93,6460;1,0553;80,0500;1,5531;56,2966
93,6960;1,0561;80,0100;1,5581;56,2276
93,5940;1,0556;79,8200;1,5582;55,9448
93,6520;1,0558;79,9800;1,5564;56,4000
93,6740;1,0556;80,0100;1,5554;56,2276
93,6360;1,0554;80,0300;1,5567;56,2966
93,5240;1,0547;80,0700;1,5567;56,3448
93,5520;1,0553;79,8200;1,5578;55,7379
